11011	11
01011	11
10000	00
01110	00
00111	00
00000	00
11101	11
10100	10
01011	11
01100	11
01010	11
10001	01
01110	00
11011	11
11010	11
11110	10
00100	00
00010	00
11001	11
10000	00
11111	10
01101	11
00011	01
10000	00
11001	11
01100	11
11001	11
01111	00
11100	11
11010	11
00001	01
11001	11
01001	00
00011	01
10110	00
11001	11
00100	00
11001	11
00111	00
00010	00
11111	10
00001	01
01011	11
10111	00
01111	00
00111	00
00100	00
11000	00
00111	00
00100	00
00000	00
10110	00
11011	11
10111	00
10011	00
10110	00
10001	01
01111	00
11010	11
11000	00
00011	01
00110	00
00111	00
00101	00
00011	01
01011	11
00101	00
01101	11
00010	00
00101	00
01110	00
00000	00
01001	00
01110	00
00110	00
10101	00
11111	10
10100	10
10010	00
11001	11
01000	00
10010	00
00100	00
01101	11
10001	01
01001	00
01011	11
00111	00
11001	11
01000	00
00001	01
01001	00
00001	01
11100	11
10110	00
10011	00
11110	10
00101	00
01011	11
10010	00
00111	00
10101	00
10000	00
01011	11
11011	11
00101	00
10110	00
10110	00
11100	11
00111	00
10111	00
10101	00
11100	11
10111	00
11000	00
00111	00
01100	11
10101	00
10011	00
10011	00
00111	00
11111	10
00101	00
00001	01
11011	11
01100	11
00111	00
01011	11
11001	11
00101	00
01000	00
10111	00
11110	10
10011	00
11011	11
01010	11
11110	10
10111	00
10110	00
00110	00
11110	10
01001	00
10011	00
00001	01
01000	00
10101	00
11110	10
10111	00
00100	00
11100	11
00101	00
10001	01
01111	00
10110	00
01010	11
10011	00
01010	11
10110	00
11011	11
10110	00
10111	00
11100	11
01010	11
00010	00
01110	00
00001	01
01000	00
00100	00
10101	00
11100	11
01011	11
10110	00
11110	10
00001	01
10100	10
00110	00
11001	11
11010	11
11111	10
11111	10
00000	00
10100	10
01111	00
00110	00
11000	00
00011	01
01110	00
11001	11
11110	10
01110	00
00110	00
10000	00
10100	10
01110	00
11101	11
01010	11
01111	00
00111	00
00010	00
11001	11
00111	00
00111	00
01010	11
11110	10
11110	10
01001	00
01010	11
10110	00
11100	11
11111	10
11010	11
11010	11
01101	11
10011	00
00011	01
10000	00
11010	11
00010	00
01001	00
10111	00
00110	00
01011	11
01101	11
10100	10
01111	00
00000	00
01010	11
00010	00
11001	11
10110	00
11001	11
01001	00
10111	00
10011	00
11011	11
11011	11
01011	11
01011	11
00111	00
01111	00
00011	01
10000	00
01011	11
10011	00
01011	11
10011	00
00101	00
10001	01
01100	11
10110	00
00101	00
11011	11
00110	00
10011	00
01101	11
10110	00
00100	00
10001	01
11111	10
11100	11
00110	00
01000	00
00100	00
11110	10
01011	11
00110	00
11111	10
11000	00
01111	00
01011	11
11100	11
11110	10
10101	00
01011	11
01010	11
10100	10
10110	00
11000	00
11100	11
11010	11
10111	00
11011	11
11010	11
01101	11
11111	10
10100	10
01000	00
01011	11
01100	11
01001	00
10110	00
11111	10
10111	00
11011	11
11000	00
00001	01
00111	00
10101	00
01000	00
01001	00
01101	11
00100	00
10011	00
11111	10
00101	00
11001	11
01110	00
01000	00
00101	00
01000	00
01100	11
00001	01
00000	00
11001	11
00100	00
00011	01
10000	00
10100	10
10000	00
00100	00
00111	00
10101	00
11110	10
11101	11
10110	00
11011	11
00010	00
00010	00
01100	11
00110	00
10001	01
10100	10
01000	00
11100	11
00110	00
10100	10
01010	11
01011	11
11011	11
10101	00
11001	11
01011	11
00110	00
01001	00
01001	00
10010	00
00011	01
00001	01
01000	00
00111	00
00010	00
10110	00
11100	11
10100	10
00001	01
11010	11
01110	00
01010	11
10010	00
01111	00
10010	00
00100	00
00010	00
10110	00
11011	11
01111	00
01001	00
00110	00
11100	11
01010	11
00110	00
10000	00
10010	00
