110110101110000011100011100000111011	1011110
010001011011000101010001011101101111	1110000
010111100010000010110011000011111011	1100000
010001110000110010110011001011111110	1110000
011010000011100101001000111011011001	1101001
001001100100111000101111100001010111	1111001
011101111001110010011000001110010000	1010000
000101101101110111100111011010001011	1101110
111101011000000110011000111001010001	1111001
101011001010110100010001010111000000	1111101
010010111000110101011111110100100101	1111101
100101000100100010001101100010100101	1101110
011001111100101000000010100100001111	1010000
001011010011111100010101011100100011	1111111
110101100000101111011001011011010110	1111001
111000011110111101011110010111110000	1101010
011101100101011001110011001111111100	1111110
101000011101101100001110101111001001	1001011
010100010111111101001111011010101111	1110000
010111101100011011110010011001100001	1111110
010001010111110101110010011100001011	1110111
000101111101100101010011010101011011	0111100
011101101011111100010100001001110000	1010001
010100000100101011110001011101101111	1110000
000001101000011011001110101111111111	1101100
000001010001111001101100000011011101	1111111
100111110011100011010000101000111011	1111100
101010100111100111000101100100111001	1101011
110101011110111100100101010101101110	1111011
011111110101101001101100110001110000	1111010
110100001001001101110011001011011011	1101001
010001111000000101000010110011011011	1110000
001010011011110011110111101101011010	1011100
110011101111000111000001011100110101	1011110
110011001011000101100101100010111011	1101111
001101001101101101100010010001111111	1111010
110000110010000010011110010110011011	1101010
111110000111101011111001111010101010	1001110
110101010100101101100011100110101011	0110111
111011110100110111111101000100001011	1101101
011000100110110111111011111011110000	1101101
000100111101010100001001011010010010	0111110
011111110010111001011100100000101010	1101100
000110000001000001100100100000111000	1101011
010100100000010000111101011111011101	1110101
101101101100010000100110000110100011	1111110
010001000111000011010100010100101111	1110111
011101011100101011001100100101001100	1111000
100001100001010000011100010101101110	1111010
010100000011101001110010101001001111	1110000
100100010000010101101101101111010010	1111101
011011100010100011010000100101000100	1111100
101111111000001101100111101011111101	1001011
110101110010110010011001010111101000	1101101
111101111010001101001111000011001000	1101001
001011011001100101110001100001110111	1101111
111011100010001001111110100011101111	1011111
101110101100010111001110101110000111	1111110
010010111110101000011111110001100001	1100000
011110011101110100011111100000101000	1000000
101000000000100100000110111001011010	1101001
101001111101110100110101011011011110	1101001
001111001100110010111110001110100001	1101110
011111110011001111000000100011101000	1000001
010010011000111000010011011100110111	1100000
010000000100110010011110000111110100	1110000
011001110101110101011001111000001111	1010111
111101111110101101101101000111010010	1111011
100010111111110010110001110001110100	1011001
011100101011011111111111011100111000	1010000
101010010010100101111010001010010100	0111000
001011110000100101011001100110101111	1011111
101100010111101010111101111000101111	1001000
010000101011010100101100001011000100	1110011
001100111010011011000100011000110010	1111100
100001000000001110010000100101111111	1111111
111010100001111010011001101110101100	1111000
101111011010101010101000111010101011	1001010
000001000011010110010101110100011101	1111111
000001111110110010110101111011000100	1111001
100001001101010001011101100110010011	1111110
010100010101001100110000011001100010	1110000
111000010000100010000001101111011101	0101001
000010111001110000110111010101000101	1101000
101100001011000100110000011011001010	1101001
101001011110100001000111110100100010	1111100
110101100011000110011110001101010011	0110001
101111101000001111111111101010100010	0001111
101101101010001110000010010000000111	1111010
000101101010100111111100100111011001	0101011
001001001011010100000010110111001000	1101111
101010110001110111100111011110000110	1011011
101101111110100010101010001010110010	0001111
001101010011111010101000111101100110	1011010
110111000001111100100010100011101000	1001001
101100000010110100110100100100100000	1111101
111010001010010010010100111011011111	1101101
111111001011000100111011001101011011	0101111
000100011011101111101110000101000001	1011011
101110111110000100110100000111101000	0111011
110100100110001011001010000101000000	1101100
101101000000110000110101100001111111	1111101
010011111100000000111001010001111000	1100000
101101100101010010010110011011110100	1111110
111010010101011101001110110100011011	1111010
