10111011101111101000001100101111001010100	01110111110100000110010111100101
00110011000110010110111100110111010010001	null
01001000000011111110001110111010011000101	null
00000111001010010010010111111101100000101	null
11011111111110000111011011110010001010011	01111111000011101101111001000101
00000010011111101001000100000111101000011	01001111110100100010000011110100
11101100110110010101110110011101011000101	11011011001010111011001110101100
00110101100100100101110101000010000010000	10110010010010111010100001000001
10011000110101011100001101110010011001100	00011010101110000110111001001100
01001001001001001000111110011101111000111	00100100100100011111001110111100
00000011011000010001111101001010111001100	01101100001000111110100101011100
00000100010000110000001001110011011110010	10001000011000000100111001101111
11010011111101101111001011101001011010011	01111110110111100101110100101101
01110011000001101111000011100100100101101	01100000110111100001110010010010
11100010101010111110101110111100001100100	01010101011111010111011110000110
01011101100110110111101101001011000000001	10110011011011110110100101100000
10110000100111100011001110100100110110111	00010011110001100111010010011011
10101000000101001011101110110000110100000	00000010100101110111011000011010
10010110110110111111101011111111110100101	11011011011111110101111111111010
00100000110110000011100011111111111100100	00011001000001110001111111111110
00001001101001000110000100001000100100101	00110100100011000010000100010010
10011111001000000000100000101010000110111	11100100000000010000010101000011
00110010110010111000011100110010110100011	01011001011100001110011001011010
11000111100100010111010000110000000000101	11110010001011101000011000000000
00001010001101010000011111000100001101011	01000110101000001111100010000110
10010111101011110010011111001111011010101	11110101111001001111100111101101
11101111010001001110011001010001101100000	11101000100111001100101000110110
10000110010100000100111110011100110001010	null
01010001100101000111111111110110110001111	00110010100011111111111011011000
10010010011101100100001110001011101111111	01001110110010000111000101110111
00011111100110100010011100100001000101111	11110011010001001110010000100010
10100001101111010101011100101010000100011	00110111101010101110010101000010
11101011110100101000110110100001011100101	01111010010100011011010000101110
10001111001011110000101111001011000100101	11100101111000010111100101100010
00010101011001011101010000110110111110110	10101100101110101000011011011111
11011010100110111101001000101100100011100	01010011011110100100010110010001
11001110000000100101001000011011101010001	11000000010010100100001101110101
11001100000111100101011010100000100100001	10000011110010101101010000010010
10000011110001011010100100101101001100011	01111000101101010010010110100110
00101111110110000110111010100110111000110	11111011000011011101010011011100
00011000111110111011110100100110110100001	00011111011101111010010011011010
10011000010010110001010111100001010101111	00001001011000101011110000101010
11011001110110100110111001001001010001110	00111011010011011100100100101000
11100000011000000110111010111010100011001	00001100000011011101011101010001
10111100010110001000011011000010001111010	10001011000100001101100001000111
01011111011010100000011111000010100101010	11101101010000001111100001010010
00001110110110000011101011011010111010010	11011011000001110101101101011101
00011111110110001100111001110010110011001	11111011000110011100111001011001
01101110010100111110010111100100010011110	11001010011111001011110010001001
10001100010110000100011000011100010111001	10001011000010001100001110001011
01100110001001101010101110100011100010011	11000100110101010111010001110001
01010011111111010010000111010010011011111	01111111101001000011101001001101
11110100011001010010000101100110001010010	10001100101001000010110011000101
00100011010101100101011001000001100111110	01101010110010101100100000110011
01110101111010010001110011111111001110101	11111101001000111001111111100111
01110000001101111010101011111000100010111	00000110111101010101111100010001
00001010101101000111111100011001001101001	01010110100011111110001100100110
00000010011001111111110010000000010000110	01001100111111111001000000001000
11100011001110000100011001000010100101000	01100111000010001100100001010010
10011111111010111010000100111100010001101	11111101011101000010011110001000
00011001010010010001100001100110110110100	00101001001000110000110011011011
10110000011111101111110110110010000100000	00001111110111111011011001000010
11111100110000000110101100011101010010111	10011000000011010110001110101001
01000010000000110100101010010111010000100	01000000011010010101001011101000
01110001000111101011001111001100100110010	00100011110101100111100110010011
00011000001000111010110001000000100010010	00000100011101011000100000010001
01000101111111101110000110100110000100110	10111111110111000011010011000010
00001111010111101001100100110010010000100	11101011110100110010011001001000
01101011100000100011100100010100110010000	01110000010001110010001010011001
01101100101110100001100000011011111111011	10010111010000110000001101111111
10100000100111001010011110010110010010001	00010011100101001111001011001001
11110001011001111100001000001010010000111	00101100111110000100000101001000
00101001110010101000100100101001000100000	00111001010100010010010100100010
00101001111101111001111001101000000010011	00111110111100111100110100000001
11101100110010111011100000001001111011001	10011001011101110000000100111111
00010111111100001101011011000110111011111	11111110000110101101100011011101
